PAH_num,Name,Formula,CAS,SMILES,InChIKey,Molar_Mass_g_mol,Length_A,Width_A,Length_to_Width_Ratio,Vertical_IE_eV,Dipole_Moment_Debye
523,"Dibenzo[a,ghi]naphtho[2,1,8-cde]perylene",C32H16,57789-81-8,c1c2c(ccc1)c1c3c4c2c2c5c6c4c(ccc6ccc5ccc2)c2c3c(cc1)ccc2,KZOKMDHBAXJCKQ-UHFFFAOYSA-N,400.469,13.8,12.8,1.078,5.0015,565.0047
524,"Dibenzo[a,cd]naphtho[8,1,2,3-fghi]perylene",C32H16,75459-08-4,c12c3c4c(cccc4c4cccc5c4c3c3c4c2cccc4ccc3c5)c2c1cccc2,FHJRJOGEUVMTST-UHFFFAOYSA-N,400.469,13.79,12.8,1.077,4.9606,537.8705
525,"Benzo[e]phenanthro[2,3,4,5-pqrab]perylene",C32H16,120836-06-8,c12cccc3c1c1c(cc3)cc3ccc4cccc5c6c(c1c3c45)c2cc1c6cccc1,FGHBWCGCAAMCKQ-UHFFFAOYSA-N,400.469,14.16,12.76,1.11,5.1756,578.5742
526,"Dinaphtho[1,8-ab:8',1',2',3'-fghi]perylene",C32H16,120835-95-2,c12c3c4c(c5c1c(ccc5)ccc2)c1c2c5c4c4c(cc5ccc2ccc1)cccc4c3,CSNUHHCXSHAAMT-UHFFFAOYSA-N,400.469,14.24,12.69,1.122,4.7103,609.733
527,"Dibenzo[a,ghi]naphtho[2,1,8-lmn]perylene",C32H16,120836-04-6,c1cc2cc3ccc4c5c3c3c2c2c1cccc2cc3c1c5c(cc2c1cccc2)cc4,YHKHWHNXBPCESU-UHFFFAOYSA-N,400.469,14.4,12.56,1.146,4.8491,597.1095
528,"Dibenzo[a,d]coronene",C32H16,120835-89-4,c12c3c4c(ccc5c4c4c(cc5)ccc5c4c3c(cc5)c3c1cccc3)c1c2cccc1,QORFLIZBDRCBBC-UHFFFAOYSA-N,400.469,13.71,11.87,1.155,5.2409,572.2937
529,"Benzo[h]phenanthro[2,1,10,9,8,7-pqrstuv]pentaphene",C32H16,120835-96-3,c1ccc2cc3c4c5c(cc6cccc7c6c5c(c5c4c2c1cc5)cc7)c1c3cccc1,ODKNPDMWHGRLBB-UHFFFAOYSA-N,400.469,15.86,12.91,1.229,4.8219,474.5313
530,"Dinaphtho[2,1,8-fgh:7',8',1',2',3'-pqrst]pentaphene",C32H16,120835-98-5,c12cccc3c1c1c(cc3)c3c(cccc3)c3c1c1c2cc2cccc4c2c1c(c3)cc4,MTPQUVHBDZLYMT-UHFFFAOYSA-N,400.469,15.88,12.9,1.231,4.9525,517.5832
531,"Pyreno[5,4,3,2,1-pqrst]pentaphene",C32H16,120836-11-5,c1c2c3c(cc1)c1c4c5c3c(cc2)c2c3c5c(ccc3cc3c2cccc3)cc4ccc1,OSHYCIRMUAVFHM-UHFFFAOYSA-N,400.469,15.86,12.86,1.234,4.9742,654.2437
532,"Dinaphtho[2,1,8-fgh:3',2',1',8',7'-rstuv]pentaphene",C32H16,120835-93-0,c1c2c3cccc4ccc5c(c34)c3c2c(cc2ccc4cccc5c4c32)c2c1cccc2,QCDRBYWCDCKYTR-UHFFFAOYSA-N,400.469,15.88,12.88,1.233,4.9634,508.776
533,"Benzo[e]phenanthro[1,10,9,8-opqra]perylene",C32H16,120835-99-6,c1c2c3c(cc4c5c3c3c6c(cc7c3c(c5ccc4)ccc7)cccc26)c2c1cccc2,QVKVJKTYXFWTED-UHFFFAOYSA-N,400.469,15.9,12.89,1.234,4.5307,677.266
534,"Benzo[3,4]phenanthro[2,1,10,9,8,7-pqrstuv]pentaphene",C32H16,120836-12-6,c12c3c4cc5c1c(ccc5)ccc2c1c2c3c(cc4)cc3c2c(ccc3)c2c1cccc2,XNXZKEIQLNZRTF-UHFFFAOYSA-N,400.469,14.3,11.51,1.242,4.8246,716.0499
535,"Anthra[3,2,1,9-pqra]benzo[cd]perylene",C32H16,120836-18-2,c1ccc2c(c1)c1c3c(c2)cc2ccc4cccc5c4c2c3c2c3c1cccc3ccc52,MTSCSWCMANISGO-UHFFFAOYSA-N,400.469,15.27,11.76,1.298,4.762,667.5866
536,"Dibenzo[a,ghi]naphtho[8,1,2-klm]perylene",C32H16,120836-03-5,c1c2c3c4c(c1)ccc1c4c4c(c3ccc2)ccc2c4c3c(cc2)cc2c(c13)cccc2,WIWWRTDRAMVRSX-UHFFFAOYSA-N,400.469,15.48,11.57,1.338,4.9878,663.9721
537,"Dibenzo[ghi,lm]naphtho[1,8-ab]perylene",C32H16,120864-23-5,c1c2c3c(cc1)cccc3c1c3c2ccc2c3c3c(cc2)cc2c4c3c1ccc4ccc2,GIYWQSABDBKMSJ-UHFFFAOYSA-N,400.469,15.41,11.48,1.342,4.6477,769.0342
538,"Dibenzo[cd,k]naphtho[3,2,1,8-pqra]perylene",C32H16,120836-02-4,c1ccc2c(c1)c1ccc3cc4cccc5c4c4c3c1c(c2)c1c4c2c5cccc2cc1,CPXFAEJNAVYPCD-UHFFFAOYSA-N,400.469,16.11,11.96,1.347,4.8164,508.9065
539,"Naphtho[1,2-a]coronene",C32H16,120835-90-7,c1cc2c3c4c1c1c(c5c4c4c(cc5)ccc5c4c3c(cc2)cc5)ccc2c1cccc2,UGRQECDWJZRARM-UHFFFAOYSA-N,400.469,15.91,11.65,1.365,5.3797,637.7383
540,"Dibenzo[fg,ij]naphtho[7,8,1,2,3-pqrst]pentaphene",C32H16,120835-91-8,c1ccc2c3c1c1cccc4c1c1c3c3c(cc1cc4)c1c(c4cccc2c34)cccc1,QNOPKDSNGXOQCD-UHFFFAOYSA-N,400.469,15.89,11.65,1.365,5.377,468.2821
541,"Anthra[2,1,9,8-defgh]benzo[rst]pentaphene",C32H16,120836-01-3,c1c2c3cccc4cc5c6c(c34)c3c(ccc(c23)c2c1cccc2)c1cccc(c61)cc5,BMXOCMZGAZSYRU-UHFFFAOYSA-N,400.469,15.91,11.65,1.366,4.977,630.2678
542,"Dibenzo[cd,n]naphtho[3,2,1,8-pqra]perylene",C32H16,109278-09-3,c1ccc2cc3c4c5c6c(ccc7cccc(c67)c1c25)c1cccc(c41)c1c3cccc1,KCYAEDDBQOVGFA-UHFFFAOYSA-N,400.469,15.92,11.65,1.366,5.0178,506.2557
543,"Dibenzo[a,g]coronene",C32H16,190-66-9,c12c3ccc4c1c1c(ccc5c1c1c(cc5)ccc(c21)c1c3cccc1)c1c4cccc1,PUCYVURKNNKDBC-UHFFFAOYSA-N,400.469,15.92,11.64,1.367,5.3606,477.2059
544,"Dibenzo[ghi,n]naphtho[8,1,2-bcd]perylene",C32H16,120836-05-7,c1c2c3c(ccc4ccc5cc6c7c(c5c34)c2cc2cccc(c72)cc6)c2c1cccc2,HLGXEHLSVZJDRA-UHFFFAOYSA-N,400.469,15.93,11.62,1.371,4.9987,627.6696
545,"Benzo[lm]phenanthro[5,4,3-abcd]perylene",C32H16,109278-08-2,c12cccc3c1c1c(cc3)c3c4c(c1cc2)ccc1c4c2c(cc1)ccc1c2c3ccc1,XEBHLZOZQYQKBR-UHFFFAOYSA-N,400.469,15.88,11.62,1.366,4.9171,711.4214
546,"Dibenzo[de,ij]naphtho[7,8,1,2,3-pqrst]pentaphene",C32H16,120836-00-2,c1ccc2ccc3cc4c5c6c7c(cc5c5c8c4cccc8ccc5)cccc7c1c2c36,FDMKQSFJVMGSCC-UHFFFAOYSA-N,400.469,15.94,11.65,1.368,4.996,468.46
547,"Anthra[3,2,1,9,8-rstuva]benzo[ij]pentaphene",C32H16,120836-16-0,c1cc2cc3cc4cccc5c4c4c3c3c2c2c1cccc2cc3cc4c1c5cccc1,NJCPHLSOIOBHPP-UHFFFAOYSA-N,400.469,16.06,11.38,1.412,4.7103,747.1228
548,"Dibenzo[de,ij]naphtho[3,2,1,8,7-rstuv]pentaphene",C32H16,120835-92-9,c1ccc2c3c1ccc1ccc4cc5c6c(c2cc2cccc(c62)c2c5cccc2)c4c31,AMUPBNYGACCYJL-UHFFFAOYSA-N,400.469,15.69,11.14,1.408,5.045,499.4739
549,"Naphtho[2,3-a]coronene",C32H16,190-74-9,c1cc2c3c4c(cc2)ccc2ccc5ccc6c(c3c1c1c6cc3c(c1)cccc3)c5c42,MRZSETIMOXAJGE-UHFFFAOYSA-N,400.469,16.54,11.65,1.42,5.1783,695.808
550,"Anthra[2,1,9,8,7-defghi]benzo[st]pentacene",C32H16,120836-08-0,c1c2c3cccc4c3c3c5c(ccc(c25)c2c1cccc2)cc1ccc2cccc4c2c31,LYZROCIZRKLUTP-UHFFFAOYSA-N,400.469,16.57,11.67,1.42,5.1729,450.5061
551,"Dibenzo[a,j]coronene",C32H16,190-72-7,c1cc2c3c4c1c1c(c5c4c4c(cc5)ccc5c4c3c(cc2)c2c5cccc2)cccc1,HHCCABYUXOGSCO-UHFFFAOYSA-N,400.469,16.56,11.66,1.42,5.2273,431.4979
552,"Anthra[2,1,9,8,7-defghi]benzo[uv]pentacene",C32H16,120836-13-7,c1c2c3cccc4ccc5ccc6cc7c(c2c6c5c34)c2c1cc1c(c2cc7)cccc1,LWJRGRIBPWLFIM-UHFFFAOYSA-N,400.469,16.74,11.36,1.474,4.8191,497.9292
553,"Dinaphtho[2,1,8,7-defg:2',1',8',7'-qrst]pentacene",C32H16,120835-94-1,c1cc2c3c4c(ccc5ccc6cccc2c6c45)c2cc4c(c5c2c3c1cc5)cccc4,FIVBPVSFZMYBBN-UHFFFAOYSA-N,400.469,16.59,11.13,1.49,5.0749,533.3089
554,"Dibenzo[ij,rst]naphtho[2,1,8,7-defg]pentaphene",C32H16,75459-09-5,c1ccc2c3c1c1c(c4ccc5c(c34)c3c2ccc2c3c3c5cccc3cc2)cccc1,SJIDJJWHMBBSPC-UHFFFAOYSA-N,400.469,15.93,10.41,1.531,5.2055,530.1157
555,"Dinaphtho[2,1,8,7-defg:2',1',8',7'-ijkl]pentaphene",C32H16,188-90-9,c12cc3cccc4c3c3c1c(ccc3cc4)c1c3c2cc2cccc4c2c3c(cc1)cc4,IWBAGTLFDXQXCX-UHFFFAOYSA-N,400.469,15.94,10.41,1.532,4.811,461.0144
556,"Dibenzo[kl,rst]naphtho[2,1,8,7-defg]pentaphene",C32H16,120864-22-4,c1cc2c3c4c(cc5c3c1c1cccc3c1c5ccc3)ccc1ccc3cccc2c3c41,WGRVSSVXLZTKHT-UHFFFAOYSA-N,400.469,15.95,10.4,1.534,4.8518,496.6729
557,"Anthra[2,1,9,8,7-defghi]benzo[op]pentacene",C32H16,120864-24-6,c1c2cc3cccc4c3c3c2c2c(ccc5c2c1c1c2c5cccc2ccc1)cc3cc4,QZZJZZAWUYAVLI-UHFFFAOYSA-N,400.469,16.74,10.77,1.554,4.7348,826.7152
558,"Dinaphtho[2,1,8,7-defg:2',1',8',7'-opqr]pentacene",C32H16,188-91-0,c1c2cccc3c2c2c(ccc4c2c1c1ccc2ccc5cccc6c5c2c1c4c6)cc3,WFQNIRXOYGZPPK-UHFFFAOYSA-N,400.469,16.59,10.32,1.607,4.8409,420.0713
559,"Anthra[7,8,9,1,2,3-rstuvwx]hexaphene",C32H16,120836-14-8,c1ccc2cc3cc4ccc5cc6c(c7c5c4c4c(c7)cc5c(c34)c2c1cc5)cccc6,LBFXWXGTWNXBIZ-UHFFFAOYSA-N,400.469,17.72,10.79,1.642,4.7049,456.8064
560,Benzo[def]pyranthrene,C32H16,72986-34-6,c1ccc2c(c1)c1cc3ccc4cc5cccc6ccc7c8ccc(c2)c1c8c3c4c7c56,ZQOOAJDUDHFUHM-UHFFFAOYSA-N,400.469,17.99,10.44,1.723,4.7021,633.1964
561,"Phenanthro[2,1,10,9,8,7-tuvwxyz]hexaphene",C32H16,120836-17-1,c1ccc2c(c1)c1ccc3c4c5c(cc(c2)c14)ccc1cc2cccc4c2c(c51)c3cc4,NGSUYTKTVNKCKH-UHFFFAOYSA-N,400.469,18.01,10.45,1.724,4.6831,398.6293
562,"Dinaphtho[8,1,2-cde:7',8',1',2',3'-pqrst]pentaphene",C32H16,120835-97-4,c1cc2c3ccc4cc5cccc6ccc7cc(c3c4c7c56)c3ccc4cccc1c4c23,BXDSRZMGKGYPRI-UHFFFAOYSA-N,400.469,17.93,10.36,1.731,4.7021,812.721
563,"Fluorantheno[8,9-b]triphenylene",C32H18,24754-03-8,c1cc2c(cc1)c1c(c3c2cccc3)cc2c(c1)cc1c(c2)c2c3c1cccc3ccc2,MXIKFVWFCPCXBX-UHFFFAOYSA-N,402.485,17.61,11.59,1.518,5.2817,729.6394
564,"Benzo[h]naphtho[1,2,3,4-rst]pentaphene",C32H18,31541-02-3,c1c2c3c4c(cc5c(c4c4c(c3c3c1cccc3)cccc4)cccc5)c1c2cccc1,XZANXBBTFLJEIN-UHFFFAOYSA-N,402.485,16.01,14.12,1.134,5.2572,592.4298
565,"Tribenzo[a,f,j]perylene",C32H18,117440-50-3,c12cccc3c1c(c1c4c2c2c(cc4cc4c1cccc4)cccc2)c1c(c3)cccc1,JBZFGVRQOYECPH-UHFFFAOYSA-N,402.485,15.27,12.65,1.207,4.5225,614.9084
566,"Tetrabenzo[a,c,hi,mn]naphthacene",C32H18,109587-16-8,c1ccc2c3c1ccc1cccc(c31)c1c2cc2c(c1)c1c(c3c2cccc3)cccc1,KOHYKYRPOOBBBZ-UHFFFAOYSA-N,402.485,15.36,11.65,1.318,5.4695,605.8352
567,"Anthra[1,2,3,4-rst]pentaphene",C32H18,31541-07-8,c1c2c(ccc1)c1c3c(c2)ccc2c3c(c3c1cc1c(c3)cccc1)c1c(c2)cccc1,NIEHJHVXMCDHGO-UHFFFAOYSA-N,402.485,16.01,14.1,1.136,5.2001,608.6382
568,"Dibenzo[q,vwx]hexaphene",C32H18,119000-39-4,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c3c(c2)ccc2cc4c(c(c32)cc1)cccc4,MANCMEZMBIROHA-UHFFFAOYSA-N,402.485,18.46,10.96,1.685,5.0504,437.2773
569,"Dibenzo[fg,st]hexacene",C32H18,313-97-3,c1ccc2c(c1)cc1c3c2cccc3c2cc3cc4c(cccc4)c4c3c(c2c1)ccc4,JEMVEIWDDNPRDI-UHFFFAOYSA-N,402.485,19.12,10.22,1.87,4.6994,386.2407
570,"Naphtho[2,1,8-yza]hexacene",C32H18,196-46-3,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2ccc3cccc4c3c2c1cc4,RLMDUEKVWUJGGA-UHFFFAOYSA-N,402.485,20.75,9.641,2.152,4.6014,1017.9633
571,"Benzo[tuv]naphtho[2,1-b]picene",C32H18,119123-35-2,c1c2c3c(ccc4cc5c(c(cc2)c34)ccc2c5cccc2)c2c1c1c(cc2)cccc1,BTQFMWRJXYLATA-UHFFFAOYSA-N,402.485,20.16,9.195,2.192,5.0396,367.7521
572,"Benzo[p]naphtho[8,1,2-abc]coronene",C34H16,75450-00-9,c12c3c4cc5c2c2c(c6c1c1c(ccc7c1c3c(cc4)cc7)c1c6cccc1)cccc2cc5,JWHVOQUAAJYHSC-UHFFFAOYSA-N,424.491,13.71,12.95,1.059,5.0368,616.9853
573,"Tribenzo[a,ef,no]coronene",C34H16,128345-68-6,c1ccc2cc3ccc4cc5cccc6c5c5c4c3c3c2c1cc1c3c5c(c6)c2c1cccc2,UIIAIYRPNUYTMI-UHFFFAOYSA-N,424.491,15.84,14.15,1.12,4.7103,519.0943
574,"Benzo[bc]naphtho[3,2,1-ef]coronene",C34H16,128345-69-7,c12cccc3c1c1c4c(c3)ccc3ccc5c(c43)c3c1c1c2cc2c(c1cc3cc5)cccc2,ICXVNNAWKZKFKT-UHFFFAOYSA-N,424.491,15.9,12.89,1.234,4.7838,689.8358
575,"Tribenzo[a,ef,hi]coronene",C34H16,128345-70-0,c1ccc2c3c1cc1ccc4ccc5c6c4c1c3c1c3c2cccc3cc(c61)c1c5cccc1,UGIIKSPAEBLJKF-UHFFFAOYSA-N,424.491,15.91,12.88,1.235,4.8246,615.9685
576,"Benzo[g]naphtho[8,1,2-abc]coronene",C34H16,75449-86-4,c1c2c3c4c5c(ccc6ccc7ccc(c3c7c56)c3c2cccc3)c2cccc3c2c4c1cc3,IRYGFXIQFYJTMT-UHFFFAOYSA-N,424.491,15.89,12.88,1.234,5.1511,532.1267
577,"Benzo[bc]naphtho[1,2,3-ef]coronene",C34H16,128345-72-2,c12c3c4ccc1ccc1c2c2c5c3c(cc4)cc3c5c(c4c(c3)cccc4)c3c2c(ccc3)c1,QTWRSJSZESKQAT-UHFFFAOYSA-N,424.491,15.26,11.77,1.297,4.6314,710.3137
578,"Tribenzo[a,hi,kl]coronene",C34H16,128345-67-5,c1ccc2c(c1)c1ccc3cc4cccc5c6cccc7c6c6c8c(c2ccc8c7)c1c3c6c45,IZPWQXVAQIDTTK-UHFFFAOYSA-N,424.491,15.31,11.68,1.31,4.6395,709.6291
579,"Anthra[9,1,2-abc]coronene",C34H16,128345-73-3,c1cc2c3c4c1ccc1c4c4c(cc1)cc1c5c4c3c(cc2)c2c5c(cc3c2cccc3)cc1,GOQXCYPJSAHUAZ-UHFFFAOYSA-N,424.491,15.53,11.61,1.337,5.0831,712.3914
580,"Dibenzo[fg,ij]phenanthro[2,1,10,9,8,7-pqrstuv]pentaphene",C34H16,187-94-0,c12c3c4c5cccc4c4c1c(ccc4)c1cccc4c1c2c(cc4)c1c3c2c5cccc2cc1,RKRZAQAOKNVQQO-UHFFFAOYSA-N,424.491,15.88,11.66,1.362,5.1375,504.7162
581,"Perylo[3,2,1,12-pqrab]perylene",C34H16,187-95-1,c12cccc3c1c1c4c5c(cccc5c5c1c1c3cccc1cc5)c1cccc3c1c4c2cc3,PLUKJIDMXDDKDC-UHFFFAOYSA-N,424.491,15.89,11.65,1.364,4.9361,517.3331
582,"Benzo[m]naphtho[8,1,2-abc]coronene",C34H16,75449-99-9,c1cc2c3c4c1c1c(c5c4c4c6c3c3c7c2cccc7ccc3cc6ccc4cc5)cccc1,QYYTXYTXNFVNAJ-UHFFFAOYSA-N,424.491,15.93,11.64,1.368,5.2164,622.967
583,"Phenanthro[10,1,2-abc]coronene",C34H16,75459-01-7,c1c2c3c4c5c(ccc6c5c5c3c(cc2)ccc5cc6)c2cc3c(c5c2c4c1cc5)cccc3,KUXKKJPSCCMUJZ-UHFFFAOYSA-N,424.491,16.55,11.66,1.42,4.9878,585.6944
584,"Benzo[j]naphtho[8,1,2-abc]coronene",C34H16,75459-00-6,c1cc2c3c4c1c1c(c5c4c4c6c3c3c7c(c6ccc4cc5)cccc7ccc3c2)cccc1,FBDKVVIHCWJNDD-UHFFFAOYSA-N,424.491,16.55,11.66,1.419,5.0532,519.7039
585,"Benzo[pqr]dinaphtho[8,1,2-bcd:2',1',8'-lmn]perylene",C34H16,188-11-4,c12cccc3c1c1c(cc3)ccc3c1c1c2ccc2c1c1c3ccc3c1c1c(cc3)cccc21,QJXFDAOHACWBIA-UHFFFAOYSA-N,424.491,15.94,10.41,1.531,5.0695,478.3196
586,"Naphtho[3,2,1,8,7-defgh]pyranthrene",C34H16,128345-71-1,c1ccc2c(c1)c1cc3ccc4cc5cccc6cc7ccc8cc(c2)c1c1c8c7c(c56)c4c31,QRAHYFLBRHXWOM-UHFFFAOYSA-N,424.491,17.98,11.69,1.539,4.6014,503.9625
587,peri-Pentacenopentacene,C34H16,74335-56-1,c1ccc2cc3cc4cc5ccc6cccc7c6c5c5c(c7)cc6c(c45)c3c3c(c6)ccc1c23,BMMSXRNPCBZNKZ-UHFFFAOYSA-N,424.491,17.73,9.554,1.856,4.4572,453.2617
588,Benzo[a]pyranthrene,C34H18,,c1ccc2c(c1)c1cc3ccc4cc5c(c6cc7ccc(c2)c1c7c3c46)ccc1c5cccc1,DHNJSULYRMAALQ-UHFFFAOYSA-N,426.507,20.15,10.44,1.93,4.8763,655.2097
589,"Tetrabenzo[a,cd,f,lm]perylene",C34H18,109278-10-6,c1ccc2c3c1c1c(c4c3c(c3ccc5cccc6c5c3c4cc6)c3c2cccc3)cccc1,GXNCAIRKFZGDOZ-UHFFFAOYSA-N,426.507,15.88,13.94,1.139,5.0287,667.4003
590,"Dibenzo[fgh,pqr]trinaphthylene",C34H18,110789-63-4,c1cccc2c1cc1c3c2ccc2c3c3c4c1cc1c(c4ccc3c3c2cccc3)cccc1,VCWHLJPQRDHIIW-UHFFFAOYSA-N,426.507,15.91,14.12,1.126,5.1266,602.1661
591,"Tetrabenzo[a,cd,j,lm]perylene",C34H18,191-53-7,c1ccc2ccc3c4c(c5ccc6cccc7c8c(c3c5c67)cccc8)c3c(c1c24)cccc3,KUYLRUBFWCGZHL-UHFFFAOYSA-N,426.507,14.35,11.29,1.271,5.0368,676.8592
592,"Dibenzo[fg,ij]naphtho[2,1,8-uva]pentaphene",C34H18,117726-84-8,c1ccc2c3c1ccc1c3c(cc2)c2cccc3c2c1c1c2c3cccc2c2c(c1)cccc2,MXPSNBYFUKZXES-UHFFFAOYSA-N,426.507,16.19,12.31,1.316,4.8083,733.3581
593,"Dibenzo[j,lm]naphtho[1,8-ab]perylene",C34H18,93122-98-6,c1c2c(ccc1)c1c3c4c2cccc4ccc3c2c3c1cccc3c1c3c2cccc3ccc1,WEZDABVEHSHOBS-UHFFFAOYSA-N,426.507,15.53,11.36,1.367,4.7783,736.7345
594,"Tetrabenzo[de,h,kl,rst]pentaphene",C34H18,188-13-6,c1cc2cccc3c2c(c1)c1c2c3ccc3c2c(c2c1cccc2)c1cccc2c1c3ccc2,JITUTDSDJPQCGO-UHFFFAOYSA-N,426.507,16.02,11.62,1.379,4.5416,840.648
595,"Tetrabenzo[de,jk,op,uv]pentacene",C34H18,109587-17-9,c1ccc2c3c1ccc1cccc(c31)c1c2cc2c(c1)c1cccc3c1c1c2cccc1cc3,ZHRFYICOTBZCLJ-UHFFFAOYSA-N,426.507,16.59,11.63,1.427,5.3797,510.6333
596,"Tetrabenzo[de,hi,op,st]pentacene",C34H18,191-79-7,c1ccc2c3c1cccc3c1cccc3c1c2c1cccc2c1c3c1c3c2cccc3ccc1,UVTINTHSQNZHEZ-UHFFFAOYSA-N,426.507,16.65,11.3,1.473,4.5389,836.3115
597,"Dibenzo[a,rst]naphtho[8,1,2-cde]pentaphene",C34H18,191-46-8,c1c2c(ccc1)c1c3c4c2c2c5c(c4ccc3ccc1)ccc1c5c(c3c(c1)cccc3)cc2,KMIGNEYTFAGKRW-UHFFFAOYSA-N,426.507,17.96,11.6,1.548,4.8763,842.7151
598,"Benzo[rst]phenanthro[1,10,9-cde]pentaphene",C34H18,190-93-2,c1c2c(ccc1)c1c3c4c2cccc4ccc3c2c3c1ccc1c3c(c3c(c1)cccc3)cc2,AYMPPZHDKKQMLT-UHFFFAOYSA-N,426.507,17.93,11.6,1.545,4.9035,853.1464
599,"Benzo[rst]phenanthro[10,1,2-cde]pentaphene",C34H18,188-84-1,c1ccc2c(c1)c1ccc3c4c(ccc(c2)c14)c1ccc2c4c(cc5c2cccc5)ccc3c14,PHPNRYPCHXWKKB-UHFFFAOYSA-N,426.507,20.15,9.2,2.19,4.7484,837.026
600,"Anthra[9,1,2-cde]benzo[rst]pentaphene",C34H18,188-87-4,c1ccc2c(c1)c1ccc3c4c(ccc(c2)c14)c1ccc2cc4c(c5c2c1c3cc5)cccc4,FVVWCSNRORRPPI-UHFFFAOYSA-N,426.507,20.16,9.209,2.189,4.7946,400.617
601,"Dinaphtho[2,1,8-jkl:2',1',8'-uva]pentacene",C34H18,123795-83-5,c1cc2cc3c(cc4c(c3)c3c5c(c4)ccc4cccc(c54)cc3)c3ccc4cccc1c4c23,SZJCGVGZBZCJJB-UHFFFAOYSA-N,426.507,20.12,9.625,2.09,4.8083,404.8843
602,"Naphtho[2,1-c:7,8-c']diphenanthrene",C34H20,20495-12-9,c1c2c3c(ccc2ccc1)ccc1ccc2ccc4ccc5c(c6ccccc6cc5)c4c2c31,GJOJDDYVYWHRJW-UHFFFAOYSA-N,428.523,11.42,10.52,1.085,5.3906,451.4053
603,"Phenanthro[2,1-f]picene",C34H20,111381-82-9,c1c2c(ccc1)ccc1c2ccc2c1c1c(c3c2cccc3)ccc2c1ccc1c2cccc1,IHFMLQHYPAMROC-UHFFFAOYSA-N,428.523,16.09,13.72,1.172,5.5049,544.7986
604,"Benzo[j]benzo[2,1-a:3,4-a']dianthracene",C34H20,122961-15-3,c1c2c(ccc1)cc1c(c2)ccc2c1c1c(cc2)ccc2c1cc1c(c2)ccc2c1cccc2,UFOJYKFBAGIOGQ-UHFFFAOYSA-N,428.523,14.13,12.26,1.152,5.2572,537.3517
605,"Tetrabenzo[a,c,j,l]naphthacene",C34H20,215-95-2,c1cc2c(cc1)c1c(c3c2cccc3)cc2c(c1)cc1c(c2)c2c(c3c1cccc3)cccc2,DVZSPMMHSDQQLV-UHFFFAOYSA-N,428.523,16.57,11.66,1.422,5.2708,760.9718
606,"Benzo[6,7]phenanthro[4,3-b]chrysene",C34H20,119123-34-1,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cc2)cc2c(c1)ccc1c2ccc2c1cccc2,BLJSFJFPTBVEGW-UHFFFAOYSA-N,428.523,18.87,12.04,1.567,5.1185,764.7109
607,"Dinaphtho[2,1-a:1',2'-l]naphthacene",C34H20,126762-84-3,c1ccc2c(c1)ccc1c2ccc2c1cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)cccc2,DWXGRBKRIUKOAH-UHFFFAOYSA-N,428.523,21.49,9.528,2.255,5.0096,403.4594
608,"Benzo[c]naphtho[2,1-m]pentaphene",C34H20,119000-41-8,c1cccc2c1ccc1c2cc2c(c1)c1c(cc2)cc2c(c1)ccc1c2ccc2c1cccc2,NXHNJBYLWSTMKT-UHFFFAOYSA-N,428.523,22.31,9.169,2.433,5.3225,545.5909
609,"Dinaphtho[2,1-a:2',1'-j]naphthacene",C34H20,119000-43-0,c1ccc2c(c1)c1c(cc2)c2c(cc1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)cccc2,OOTHCEDUQDQDLU-UHFFFAOYSA-N,428.523,22.53,9.019,2.497,5.0042,961.5155
610,Benzo[a]heptacene,C34H20,93289-29-3,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)ccc2c1cccc2,NIVXIAXHQGEHBQ-UHFFFAOYSA-N,428.523,23.1,9.265,2.493,4.4191,531.2756
611,"Dinaphtho[1,2-b:1',2'-k]chrysene",C34H20,214-13-1,c1cccc2c1ccc1c2cc2c(c1)c1c(cc2)c2c(cc1)cc1c(c2)ccc2c1cccc2,YHLKQYIUMHYYPY-UHFFFAOYSA-N,428.523,22.21,8.734,2.542,5.2355,749.223
612,Octacene,C34H20,258-33-3,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cccc2,PFTXKXWAXWAZBP-UHFFFAOYSA-N,428.523,23.83,7.438,3.203,4.2586,1316.317
613,"Dinaphtho[8,1,2-abc:2',1',8'-nop]coronene",C36H16,128395-02-8,c1c2c3c4c(c1)cc1c5c4c4c(c3ccc2)c2c3c6c4c4c5c(cc1)ccc4cc6ccc3ccc2,RPXAGSDBKTUIKV-UHFFFAOYSA-N,448.512,14.16,13.62,1.04,4.9117,601.9046
614,"Dibenzo[ef,no]naphtho[8,1,2-abc]coronene",C36H16,128515-16-2,c1cc2cc3cccc4c3c3c2c2c1cc1cccc5c1c2c1c3c2c3c(c1c5)cccc3ccc42,YDCUQUXJTAVGGA-UHFFFAOYSA-N,448.512,15.85,14.14,1.121,4.6967,619.2111
