PAH_num,Name,Formula,CAS,SMILES,InChIKey,Molar_Mass_g_mol,Length_A,Width_A,Length_to_Width_Ratio,Vertical_IE_eV,Dipole_Moment_Debye
122,"Dibenzo[c,g]phenanthrene",C22H14,188-52-3,c1ccc2c(c1)ccc1c2c2c(cc1)ccc1c2cccc1,JKPCLJPYZMKPHM-UHFFFAOYSA-N,278.347,11.94,10.07,1.186,5.5838,337.4917
123,Benzo[b]triphenylene,C22H14,215-58-7,c1ccc2c(c1)cc1c(c2)c2c(c3c1cccc3)cccc2,RAASUWZPTOJQAY-UHFFFAOYSA-N,278.347,13.79,11.15,1.237,5.5049,411.0062
124,Benzo[g]chrysene,C22H14,196-78-1,c1cc2c(cc1)c1c(c3c2c2c(cc3)cccc2)cccc1,JZOIZKBKSZMVRV-UHFFFAOYSA-N,278.347,13.73,10.41,1.319,5.5457,376.6022
125,"Dibenzo[b,g]phenanthrene",C22H14,195-06-2,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cc2)cccc1,HAJMQPPSPOBCLG-UHFFFAOYSA-N,278.347,14.0,10.14,1.381,5.2736,421.4233
126,Benzo[c]chrysene,C22H14,194-69-4,c1ccc2c(c1)c1c(cc2)ccc2c1ccc1c2cccc1,YZWGEMSQAMDWEM-UHFFFAOYSA-N,278.347,14.39,9.356,1.538,5.63,436.9283
127,"Dibenz[a,j]anthracene",C22H14,224-41-9,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)cccc1,KLIHYVJAYWCEDM-UHFFFAOYSA-N,278.347,14.21,9.487,1.497,5.5076,283.0755
128,Pentaphene,C22H14,222-93-5,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)cccc1,JQQSUOJIMKJQHS-UHFFFAOYSA-N,278.347,15.91,9.164,1.736,5.4123,267.0277
129,Benzo[a]naphthacene,C22H14,226-88-0,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cccc1,JTRPLRMCBJSBJV-UHFFFAOYSA-N,278.347,16.05,8.99,1.785,5.045,483.9992
130,"Dibenz[a,h]anthracene",C22H14,53-70-3,c1cccc2c1ccc1c2cc2c(c1)c1c(cc2)cccc1,LHRCREOYAASXPZ-UHFFFAOYSA-N,278.347,15.68,8.711,1.8,5.4695,450.7758
131,Benzo[b]chrysene,C22H14,214-17-5,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cccc1,YYGRIGYJXSQDQB-UHFFFAOYSA-N,278.347,16.1,8.723,1.846,5.2899,249.8795
132,Picene,C22H14,213-46-7,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)cccc1,GBROPGWFBFCKAG-UHFFFAOYSA-N,278.347,15.91,7.962,1.998,5.5838,372.6472
133,Pentacene,C22H14,135-48-8,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1,SLIUAWYAILUBJU-UHFFFAOYSA-N,278.347,16.49,7.424,2.222,4.694,613.821
134,1H-Benzo[ghi]cyclopenta[pqr]perylene,C23H12,64503-02-2,C1c2c3c4c(cc2)ccc2c4c4c(cc2)ccc2c4c3c1cc2,VLWBVWWYQNHWKN-UHFFFAOYSA-N,288.341,11.85,11.24,1.054,5.211,354.7346
135,"9H-Indeno[1,2-e]pyrene",C23H14,87308-65-4,C1c2c(cccc2)c2c1c1cccc3c1c1c2cccc1cc3,SIFHTIHFPPIGBL-UHFFFAOYSA-N,290.357,13.41,10.45,1.284,5.2681,330.241
136,"7H-Indeno[1,2-a]pyrene",C23H14,87308-64-3,c1ccc2c(c1)c1c(C2)cc2ccc3cccc4c3c2c1cc4,IGUJBRKPAJIBSE-UHFFFAOYSA-N,290.357,14.81,9.59,1.544,5.1974,478.3938
137,"11H-Indeno[2,1-a]pyrene",C23H14,196-36-1,c12c(Cc3c2cccc3)c2c3c(c1)ccc1cccc(c31)cc2,BKAWEYVMAITOMA-UHFFFAOYSA-N,290.357,15.5,9.207,1.684,5.3715,464.5948
138,8H-Benzo[g]cyclopenta[mno]chysene,C23H14,87308-57-4,c12c3Cc4c1c(c1c(c2c2ccccc2c3)cccc1)ccc4,KOWXUINOJYEHLM-UHFFFAOYSA-N,290.357,13.62,11.18,1.218,5.4885,384.451
139,4H-Benzo[b]cyclopenta[jkl]triphenylene,C23H14,,c12c3Cc4c1c(c1cc5ccccc5cc1c2ccc3)ccc4,CSMIUISYCZCWTD-UHFFFAOYSA-N,290.357,13.88,10.94,1.268,5.4423,393.2609
140,13H-Benzo[b]cyclopenta[def]triphenylene,C23H14,197-79-5,c1c2c3c(cc1)c1c(c4c3c(C2)c2c(c4)cccc2)cccc1,KJEMHKAPPLLJKV-UHFFFAOYSA-N,290.357,13.88,10.85,1.279,5.3933,414.5159
141,"4H-Indeno[7,1,2-ghi]chrysene",C23H14,87308-62-1,c1c2c3c(cc1)c1c(c4c3c(ccc4)C2)c2c(cc1)cccc2,MNBJXKXNQSYOQA-UHFFFAOYSA-N,290.357,13.84,10.5,1.319,5.5266,397.3522
142,"13H-Dibenz[bc,l]aceanthrylene",C23H14,87308-61-0,c1ccc2c(c1)ccc1c2c2Cc3c4c2c(c1)ccc4ccc3,JTHDRKFOWCGWAO-UHFFFAOYSA-N,290.357,14.61,9.346,1.563,5.4205,450.8166
143,4H-Benzo[c]cyclopenta[mno]chrysene,C23H14,87308-56-3,c12c3Cc4c1c(ccc2c1c2ccccc2ccc1c3)ccc4,CQXDTWDUEKPYAY-UHFFFAOYSA-N,290.357,14.61,9.349,1.562,5.5402,450.8182
144,13H-Cyclopenta[rst]pentaphene,C23H14,87308-59-6,C1c2c3c4c1c1c(cc4ccc3cc3ccccc23)cccc1,ZOCIKCWLUUMDSO-UHFFFAOYSA-N,290.357,15.34,9.597,1.599,5.3879,488.7919
145,"13H-Indeno[2,1,7-qra]naphthacene",C23H14,87308-63-2,C1c2c3c4c1cccc4ccc3cc1cc3ccccc3cc21,IQPKPEWBSYDGKY-UHFFFAOYSA-N,290.357,15.54,9.274,1.675,4.9742,529.291
146,"13H-Dibenz[bc,j]aceanthrylene",C23H14,201-42-3,C1c2c3c4c1cccc4ccc3cc1c3ccccc3ccc21,VHTSBQMSNJOJTG-UHFFFAOYSA-N,290.357,15.38,8.968,1.715,5.4069,490.0383
147,5H-Benzo[b]cyclopenta[def]chrysene,C23H14,87308-54-1,c12c3Cc4c1c(ccc2c1ccccc1c3)cc1c4cccc1,DXPZXOZITNZSNG-UHFFFAOYSA-N,290.357,15.77,8.983,1.756,5.1865,265.1595
148,13H-Cyclopenta[pqr]picene,C23H14,87308-60-9,C1c2c3c4c1cccc4ccc3c1ccc3ccccc3c1c2,OGTIJHOUTBRLQO-UHFFFAOYSA-N,290.357,15.57,8.741,1.781,5.5021,478.2062
149,4H-Benzo[b]cyclopenta[mno]chrysene,C23H14,87308-55-2,c12c3Cc4c1c(ccc2c1cc2ccccc2cc1c3)ccc4,GTMNVZICEXQOJT-UHFFFAOYSA-N,290.357,15.96,8.841,1.805,5.1865,441.9936
150,6H-Cyclopenta[ghi]picene,C23H14,195-90-4,c12c3Cc4c1c(ccc2c1ccccc1c3)c1c(c4)cccc1,SCANVYMGSZCPGC-UHFFFAOYSA-N,290.357,15.85,8.747,1.812,5.4559,310.6812
151,"8H-Dibenzo[b,fg]pyrene",C23H14,,c1ccc2c(c1)c1cc3cccc4ccc5ccc(C2)c1c5c34,PJDJZSBEPGUTTI-UHFFFAOYSA-N,290.357,13.82,10.32,1.339,5.1674,381.5581
152,"6H-Naphtho[1,2,3-cd]pyrene",C23H14,,c1ccc2c(c1)c1ccc3ccc4cccc5Cc(c2)c1c3c45,OALFOSZGUGIMQJ-UHFFFAOYSA-N,290.357,14.12,9.508,1.485,5.4749,298.913
153,"Indeno[5,6,7,1-pqra]perylene",C24H12,96915-18-3,c1cc2c3c(c1)ccc1c3c3c4c(c1)C=Cc4cc1c3c2ccc1,WXJAUBFSNLBGKK-UHFFFAOYSA-N,300.352,12.83,11.68,1.098,5.3743,366.4989
154,"Benz[mno]indeno[5,6,7,1-defg]chrysene",C24H12,96915-20-7,c12c3cccc1cc1c4c2c2c(c3)ccc3c2c(ccc3)c4C=C1,ITFAUBDZVDGVGC-UHFFFAOYSA-N,300.352,12.85,10.73,1.198,5.0232,348.7844
155,Benzo[ghi]cyclopenta[cd]perylene,C24H12,190-88-5,C1=Cc2c3c1ccc1c3c3c(c2)ccc2c3c3c1cccc3cc2,MUDPUADNICLBBZ-UHFFFAOYSA-N,300.352,12.86,10.42,1.234,5.5076,422.7781
156,"Dibenzo[def,mno]cyclopenta[hi]chrysene",C24H12,96915-19-4,c12c3cccc1ccc1c2c2c(c3)ccc3c2c2c(cc3)C=Cc12,CZEGAQSUUJBULF-UHFFFAOYSA-N,300.352,13.75,10.48,1.312,5.2763,366.1868
157,"Benz[mno]indeno[1,7,6,5-cdef]chrysene",C24H12,96915-21-8,c12c3C=Cc1ccc1c2c2c(cc4cccc5ccc(c1)c2c45)c3,TYERBLUVSIZROC-UHFFFAOYSA-N,300.352,13.9,9.572,1.452,5.045,464.0381
158,"Acenaphtho[1,2,3-cde]pyrene",C24H12,75449-91-1,c12c3c4c5c1cccc5ccc4c1cccc4ccc(cc2)c3c14,AUTALQTUZAWXTL-UHFFFAOYSA-N,300.352,13.35,10.45,1.278,5.4994,417.9176
159,Coronene,C24H12,191-07-1,c1cc2c3c4c(cc2)ccc2c4c4c(cc2)ccc2c4c3c1cc2,VPUGDVKSAQVFFS-UHFFFAOYSA-N,300.352,11.64,11.63,1.0,5.5402,377.8199
160,"Cyclopent[b]indeno[4,5-g]phenanthrene",C24H14,72088-81-4,C1=c2c(C=C1)cc1c(c2)ccc2c1c1c(cc2)cc2c(=CC=C2)c1,PFBAAKICFFFAPX-UHFFFAOYSA-N,302.368,14.31,10.51,1.362,4.5634,773.477
161,"Cyclopent[b]indeno[5,6-g]phenanthrene",C24H14,72088-82-5,c1c2c3c4c(c1)ccc1c4c4c(cc1)C=C1C(=CC=C1)[C@H]4[C@@H]3C=C2,YDLSNHZEOZMFRY-DVECYGJZSA-N,302.368,12.83,10.69,1.2,5.4504,399.0348
162,"Dibenzo[c,i]cyclopenta[a]fluorene",C24H14,63218-07-5,c1c2c(ccc1)c1c(cc2)c2c(=C1)c1=CC=Cc1c1c2cccc1,KTHVVIMJMRPQCK-UHFFFAOYSA-N,302.368,14.83,10.92,1.358,4.8926,434.1681
163,"Dicyclopenta[a,c]naphthacene",C24H14,15209-78-6,c12c3c(=CC=C3)c3=CC=Cc3c1cc1c(c2)cc2c(c1)cccc2,PUCMMVRHLCLFFD-UHFFFAOYSA-N,302.368,15.53,10.1,1.539,5.064,617.3552
164,"Cyclopent[i]indeno[5,6-a]anthracene",C24H14,222-88-8,C1=c2c(C=C1)cc1c(c2)c2c(cc1)cc1c(c2)cc2=CC=Cc2c1,RBRBOAXISQXHAF-UHFFFAOYSA-N,302.368,16.6,9.747,1.703,4.4382,782.4602
165,"Benz[a]indeno[2,1-c]naphthalene",C24H14,193-27-1,c1c2=c3c(C=c2ccc1)c1c(c2c3=c3c(=C2)cccc3)cccc1,OVTHOHQJYIZXBG-UHFFFAOYSA-N,302.368,13.33,12.4,1.074,5.2681,394.4873
166,"Benz[c]indeno[2,1-a]fluorene",C24H14,201-72-9,c1c2c(ccc1)c1c(=C2)c2=Cc3ccccc3c2c2c1cccc2,ZBDZXWFDPTVMAV-UHFFFAOYSA-N,302.368,15.05,10.46,1.438,4.9606,332.0828
167,"Fluoreno[3,4-b]fluorene",C24H14,198-93-6,c1c2c(ccc1)C=c1c2c2c(cc1)cc1=Cc3ccccc3c1c2,PXNPMOLGMZWKAE-UHFFFAOYSA-N,302.368,15.01,10.62,1.412,4.9171,409.194
168,"Fluoreno[4,3-c]fluorene",C24H14,131238-65-8,c12=c3c(C=c1cccc2)ccc1c3ccc2c1=c1c(=C2)cccc1,GIHCIPHHTYPBPE-UHFFFAOYSA-N,302.368,16.2,9.244,1.752,5.0804,279.6018
169,"Fluoreno[2,3-a]fluorene",C24H14,223-66-5,c1c2c(ccc1)c1c(=C2)c2c(cc1)cc1c(=Cc3ccccc13)c2,UHDBXHOEUOAUQB-UHFFFAOYSA-N,302.368,17.37,8.647,2.009,4.8491,372.5675
170,"Benz[b]indeno[2,1-h]fluorene",C24H14,102634-38-8,c1c2c(ccc1)c1c(=C2)cc2c(=Cc3cc4c(cc23)cccc4)c1,ZYUZIMNCXGNZQR-UHFFFAOYSA-N,302.368,17.87,8.387,2.131,5.0913,610.8411
171,"Fluoreno[2,1-a]fluorene",C24H14,221-15-8,c1c2c(ccc1)C=c1c3c(ccc21)c1=Cc2ccccc2c1cc3,ZUMZZJGDNSDLAH-UHFFFAOYSA-N,302.368,17.2,7.97,2.158,4.86,262.4536
172,"Pentaleno[1,2-b:4,5-b']dinaphthalene",C24H14,155121-10-1,c1c2c(ccc1)cc1c(c2)C=C2C1=Cc1cc3c(cc21)cccc3,DQEXGDRNNVKZLG-UHFFFAOYSA-N,302.368,17.88,7.848,2.279,5.3171,254.9408
173,"Fluoreno[3,2-b]fluorene",C24H14,102634-40-2,c1c2c(ccc1)C=c1cc3c(cc21)cc1=Cc2ccccc2c1c3,ZCFDKGDAVQHTPR-UHFFFAOYSA-N,302.368,17.98,7.928,2.268,4.8817,915.6602
174,"Benz[a]indeno[5,6-g]fluorene",C24H14,192-89-2,c1c2c(ccc1)c1c(cc2)c2c(=C1)ccc1c2cc2c(=CC=C2)c1,WLOAGGUJWVBCGL-UHFFFAOYSA-N,302.368,15.89,9.835,1.616,4.8382,701.9914
175,"as-Indaceno[2,3-a]phenanthrene",C24H14,24976-60-1,c1c2c(ccc1)c1c(cc2)c2c(cc1)c1c(=C2)c2=CC=Cc2cc1,UHMCKWZXPVVXCN-UHFFFAOYSA-N,302.368,16.85,8.61,1.957,5.0123,499.0066
176,"Benz[a]indeno[1,2-c]fluorene",C24H14,199-21-3,c1c2c(ccc1)c1c3c(c4c(=c5c(=C4)cccc5)c1=C2)cccc3,DPSZAALFSZGWGK-UHFFFAOYSA-N,302.368,14.31,11.78,1.215,4.7348,519.1865
177,"Fluoreno[4,3,2-de]anthracene",C24H14,195-88-0,c12cc3c(c4c1c(c1=c5c(=Cc1c4)cccc5)ccc2)cccc3,HTJIHBAJIPKWOI-UHFFFAOYSA-N,302.368,15.59,10.28,1.516,4.4627,466.5875
178,"Benz[de]indeno[2,1-b]anthracene",C24H14,32881-40-6,c1c2c3c(cc1)c1c(cc3cc3c2=c2c(=C3)cccc2)cccc1,JYZGYESZNFCYFQ-UHFFFAOYSA-N,302.368,15.95,9.563,1.668,4.5579,325.7462
179,"Benz[5,6]indeno[2,1-a]phenalene",C24H14,76727-41-8,c1c2c3c(cc1)cccc3cc1c2=Cc2cc3c(cc12)cccc3,KXAYQKOGXBEXSV-UHFFFAOYSA-N,302.368,15.83,9.187,1.723,4.9797,595.754
180,"Naphth[1,2-a]acephenanthrylene",C24H14,,C1=Cc2c3c1cc1ccc4ccccc4c1c3c1c(c2)cccc1,NCVKVRSBFHIMOW-UHFFFAOYSA-N,302.368,12.93,11.61,1.114,5.5947,387.1625
181,"Indeno[7,1-ab]triphenylene",C24H14,,C1=Cc2c3c1cccc3c1c(c2)c2c(c3c1cccc3)cccc2,OQVDMFGYRKDUKA-UHFFFAOYSA-N,302.368,13.5,11.05,1.222,5.6436,415.4194
182,"Indeno[1,7-ab]triphenylene",C24H14,,c1c2c(ccc1)c1c(c3c2cccc3)c2c3c(c1)cccc3C=C2,UZAGUQCRKYUCSU-UHFFFAOYSA-N,302.368,13.74,11.16,1.231,5.6164,440.2842
183,"Dibenz[a,k]acephenanthrylene",C24H14,,c12c3C=Cc1cc1c(c2c2cc4ccccc4cc2c3)cccc1,SNDWNMZLUREWGZ-UHFFFAOYSA-N,302.368,14.15,11.31,1.252,5.2491,479.8539
184,"Naphth[2,1-l]acephenanthrylene",C24H14,,c1c2c(c3c(c1)ccc1c3c3cccc4c3c(C=C4)c1)cccc2,CERBMAZUHKJSKW-UHFFFAOYSA-N,302.368,13.25,10.12,1.309,5.5729,403.9275
185,"Naphth[2,1-e]aceanthrylene",C24H14,,c1c2c(ccc1)ccc1c2c2c3c(c1)C=Cc3c1c(c2)cccc1,YBTXKGUXLWJAEI-UHFFFAOYSA-N,302.368,14.16,10.57,1.34,5.4151,457.0681
186,"Naphth[2,1-l]aceanthrylene",C24H14,,c1c2c3c4c5C=Cc6c5c(cc4ccc3ccc2ccc1)ccc6,JLUDRXPWHZHXJB-UHFFFAOYSA-N,302.368,13.93,10.14,1.374,5.3715,442.8717
187,Benzo[c]cyclopenta[qr]chrysene,C24H14,,c12c3C=Cc1cc1c(c2c2ccccc2c3)ccc2c1cccc2,DOKBWUBELYYYHJ-UHFFFAOYSA-N,302.368,14.6,10.51,1.389,5.5457,475.987
188,"Dibenz[e,j]aceanthrylene",C24H14,53974-16-6,c12c3C=Cc1c1ccc4ccccc4c1cc2c1c(c3)cccc1,CSOQVFXXIYXKBD-UHFFFAOYSA-N,302.368,14.44,10.58,1.366,5.5049,484.3051
189,"Naphth[1,2-j]aceanthrylene",C24H14,,c1c2c(ccc1)ccc1c2c2c(cc1)c1c3c(c2)cccc3C=C1,BZDLCYRFGBLFRH-UHFFFAOYSA-N,302.368,14.06,10.08,1.395,5.3715,464.6131
190,Benzo[c]cyclopenta[hi]chrysene,C24H14,,C1=Cc2c3c1cc1c(ccc4c1c1c(cc4)cccc1)c3ccc2,LRBBCYUALCKRKN-UHFFFAOYSA-N,302.368,14.39,10.0,1.439,5.6872,470.029
191,"Naphth[2,3-l]acephenanthrylene",C24H14,,c12c3c(C=C1)cc1ccc4cc5ccccc5cc4c1c3ccc2,XJZYNFHXYNKJPR-UHFFFAOYSA-N,302.368,15.25,10.15,1.503,5.328,490.9762
192,Cyclopenta[fg]pentaphene,C24H14,,c12c3C=Cc1c1c(cc2c2cc4ccccc4cc2c3)cccc1,WLYPHBJTSLLBHN-UHFFFAOYSA-N,302.368,16.04,10.16,1.578,5.3606,324.5743
193,Cyclopenta[pq]pentaphene,C24H14,,c1c2c3c(cc1)cc1c(c3C=C2)c2c(cc1)cc1c(c2)cccc1,STKCEPGBHAXLLD-UHFFFAOYSA-N,302.368,15.86,9.898,1.603,5.4205,542.8626
194,Benzo[a]cyclopenta[de]naphthacene,C24H14,,c1c2c(ccc1)cc1c3c2cc2c(c3C=C1)cc1c(c2)cccc1,IKPNXZYZJGNHLU-UHFFFAOYSA-N,302.368,16.14,10.03,1.61,5.0341,391.1213
195,"Dibenz[e,l]aceanthrylene",C24H14,,c1c2c(ccc1)c1c3c(c2)C=Cc3c2c(c1)ccc1c2cccc1,LKDOHRFWJIWBMD-UHFFFAOYSA-N,302.368,15.79,9.769,1.617,5.5021,531.8014
196,"Naphth[2,1-k]acephenanthrylene",C24H14,,c12c3C=Cc1cccc2c1cc2c4ccccc4ccc2cc1c3,DTVBPSMSINTLTN-UHFFFAOYSA-N,302.368,15.27,9.458,1.614,5.5457,433.5538
197,Benzo[b]cyclopenta[qr]chrysene,C24H14,,c1c2c(ccc1)c1c(cc2)c2c3c(c1)C=Cc3c1c(c2)cccc1,SUXFJNOKRUFRDF-UHFFFAOYSA-N,302.368,16.13,9.779,1.65,5.4287,382.3877
198,Benzo[a]cyclopenta[mn]naphthacene,C24H14,,c1c2c(ccc1)ccc1c2cc2c(c1)cc1c3c2C=Cc3ccc1,HXNULZCBKGVQQR-UHFFFAOYSA-N,302.368,15.77,9.326,1.691,5.1375,306.9447
199,Benzo[a]cyclopenta[fg]naphthacene,C24H14,,c1c2c(ccc1)ccc1c2cc2c3c1C=Cc3c1c(c2)cccc1,OMHBQUXTXQPVJV-UHFFFAOYSA-N,302.368,16.07,9.434,1.704,5.3307,439.9419
200,"Naphth[1,2-k]acephenanthrylene",C24H14,201-27-4,c12c3C=Cc1cccc2c1cc2ccc4c(c2cc1c3)cccc4,JKAVQTMTOYURAA-UHFFFAOYSA-N,302.368,15.68,9.114,1.721,5.5158,480.8778
201,"Indeno[7,1-bc]chrysene",C24H14,,C1=Cc2c3c1c1c(cc3ccc2)ccc2c1ccc1c2cccc1,UVIXOXLYKPTSKP-UHFFFAOYSA-N,302.368,15.92,9.19,1.733,5.3688,540.8411
202,Cyclopenta[de]pentaphene,C24H14,,c12c3C=Cc1cccc2cc1c2cc4ccccc4cc2ccc31,LLENMKZYOPOUOJ-UHFFFAOYSA-N,302.368,15.94,9.192,1.734,5.5158,296.4638
203,Benzo[a]cyclopenta[op]naphthacene,C24H14,,c12c3c(cc4c1c(c1c(c4)cccc1)C=C2)ccc1c3cccc1,AZHJFRPDODEIMA-UHFFFAOYSA-N,302.368,15.95,9.173,1.739,5.3307,568.1383
204,Benzo[b]cyclopenta[hi]chrysene,C24H14,,c1c2c3c(cc1)c1c(cc3C=C2)c2c(cc1)cc1c(c2)cccc1,JWELJKLYZKPZPO-UHFFFAOYSA-N,302.368,15.94,9.16,1.74,5.328,308.967
205,Cyclopenta[de]picene,C24H14,,c1c2c(ccc3c2ccc2c3cccc2)c2cccc3C=Cc1c23,VKJUFBGVCVZYKU-UHFFFAOYSA-N,302.368,15.88,9.017,1.761,5.63,424.9629
206,"Indeno[1,7-ab]chrysene",C24H14,148292-86-8,c1c2c(ccc1)c1c(cc2)c2c(cc1)c1c3c(c2)cccc3C=C1,PQJVBWKSLIIXGT-UHFFFAOYSA-N,302.368,16.08,9.081,1.771,5.3987,373.9626
207,Benzo[a]cyclopenta[hi]naphthacene,C24H14,,c1c2c(ccc1)ccc1c2cc2c(c1)c1c3c(c2)cccc3C=C1,OTDOOKNAJIJSDU-UHFFFAOYSA-N,302.368,16.0,8.999,1.778,5.143,456.1184
208,"Indeno[7,1-ab]naphthacene",C24H14,16683-71-9,c12c3C=Cc1cccc2c1cc2cc4ccccc4cc2cc1c3,ZXEOUGZMOJGRSJ-UHFFFAOYSA-N,302.368,16.39,9.128,1.796,5.1103,619.1531
209,Cyclopenta[fg]pentacene,C24H14,,c1c2c(ccc1)cc1c3c2C=Cc3c2c(c1)cc1c(c2)cccc1,SIJTZIDDNRSYIP-UHFFFAOYSA-N,302.368,16.53,8.587,1.925,4.9389,638.8748
210,Cyclopenta[de]pentacene,C24H14,16683-65-1,c1c2c3c(cc1)cc1c(c3C=C2)cc2c(c1)cc1c(c2)cccc1,PULNPQFLQAAIFK-UHFFFAOYSA-N,302.368,16.53,8.585,1.925,4.7756,347.2069
211,"Naphth[1,2-a]aceanthrylene",C24H14,,c1ccc2c(c1)c1c3c(c2)cccc3c2c1c1c(cc2)cccc1,FRWPCHGPGILKIF-UHFFFAOYSA-N,302.368,13.33,11.88,1.122,5.2627,406.3141
212,"Dibenz[a,e]acephenanthrylene",C24H14,2997-45-7,c1ccc2c(c1)c1c3c2cc2c(cccc2)c3c2c(c1)cccc2,OVYNMPKAJJJORA-UHFFFAOYSA-N,302.368,13.72,12.06,1.137,5.6192,423.5012
213,"Dibenzo[j,l]fluoranthene",C24H14,203-18-9,c1ccc2c3c1cccc3c1c2c2c(c3c1cccc3)cccc2,JYVYSXOKKXPQHQ-UHFFFAOYSA-N,302.368,13.01,11.49,1.133,5.445,396.9732
214,"Dibenz[a,e]aceanthrylene",C24H14,5385-75-1,c1ccc2c(c1)c1cc3c(cccc3)c3c1c(c2)c1c3cccc1,JHOWUOKQHJHGMU-UHFFFAOYSA-N,302.368,13.85,12.08,1.147,5.4123,403.2889
215,"Dibenz[a,l]aceanthrylene",C24H14,203-07-6,c1c2c3c4c5ccccc5ccc4cc4c3c(ccc4)c2ccc1,ZECLBWFOXXDCOH-UHFFFAOYSA-N,302.368,13.13,11.03,1.19,5.4423,419.4013
216,"Indeno[1,2,3-fg]naphthacene",C24H14,203-11-2,c1c2c(ccc1)c1c3c(cc4c1c2c1c(c4)cccc1)cccc3,PZYUECVDXQTUBV-UHFFFAOYSA-N,302.368,14.08,11.06,1.273,5.0885,363.1136
217,"Naphth[2,3-a]aceanthrylene",C24H14,84030-79-5,c1c2c(ccc1)cc1c3c2c2cc4c(cc2c3ccc1)cccc4,QTOPJEQPIXGHRY-UHFFFAOYSA-N,302.368,14.38,11.51,1.249,5.1947,366.359
218,"Indeno[1,2,3-de]naphthacene",C24H14,314-51-2,c12c3c4cc5ccccc5cc4cc2cccc1c1c3cccc1,XQJGPVATGFJYRR-UHFFFAOYSA-N,302.368,14.32,11.02,1.299,5.0232,353.3488
219,"Naphtho[1,2-j]fluoranthene",C24H14,,c1c2c(ccc1)c1c3c4cccc5c4c(c3ccc1cc2)ccc5,GKOIPCMYYVSJPY-UHFFFAOYSA-N,302.368,13.68,10.25,1.335,5.5076,431.186
220,"Naphth[2,1-e]acephenanthrylene",C24H14,,c1ccc2c(c1)cc1c3c2cccc3c2c1c1c(cc2)cccc1,AYTRZKHOOYQPHG-UHFFFAOYSA-N,302.368,14.38,10.53,1.365,5.5294,427.8577
221,"Naphth[2,1-a]aceanthrylene",C24H14,75519-75-4,c1c2c(ccc1)c1c(cc2)c2c3c1cccc3cc1c2cccc1,VXAPIEAEJHPCOD-UHFFFAOYSA-N,302.368,14.88,10.8,1.378,5.3552,461.0253
222,"Dibenz[a,j]aceanthrylene",C24H14,203-20-3,c1ccc2c(c1)c1c3c2cccc3cc2c1ccc1c2cccc1,ZUAGUFSITPHNKC-UHFFFAOYSA-N,302.368,14.91,10.79,1.382,5.4559,416.7423
223,"Indeno[1,2,3-hi]chrysene",C24H14,111189-32-3,c1ccc2c(c1)c1c3c2cc2c(ccc4c2cccc4)c3ccc1,LFGDHICYJIULAO-UHFFFAOYSA-N,302.368,14.93,10.66,1.401,5.6028,463.5929
224,"Naphtho[2,1-b]fluoranthene",C24H14,40563-35-7,c1c2c(ccc1)ccc1c2c2c3c(c1)c1c(c3ccc2)cccc1,YNGIISNTQDJNGI-UHFFFAOYSA-N,302.368,15.48,9.88,1.567,5.6763,493.5768
225,"Naphth[2,3-e]acephenanthrylene",C24H14,205-97-0,c1ccc2c(c1)cc1c(c2)c2cc3c(cccc3)c3c2c1ccc3,JKKWIMTZWPKTTI-UHFFFAOYSA-N,302.368,16.1,10.22,1.575,5.4722,431.4641
226,"Naphtho[2,3-j]fluoranthene",C24H14,205-83-4,c12c(ccc3cc4ccccc4cc13)c1c3c2cccc3ccc1,ZQYVVUIWXIUAKD-UHFFFAOYSA-N,302.368,15.35,9.843,1.56,5.143,334.3633
227,"Naphth[1,2-e]acephenanthrylene",C24H14,5385-22-8,c1ccc2c(c1)c1cccc3c1c(c2)c1c3c2c(cc1)cccc2,YDGLBVYJRMXXCW-UHFFFAOYSA-N,302.368,15.78,9.91,1.592,5.5266,375.9081
228,"Dibenz[e,k]acephenanthrylene",C24H14,206-06-4,c1ccc2c(c1)cc1c(c2)cc2c3c1cccc3c1c2cccc1,SCQIPRLBRNOUOX-UHFFFAOYSA-N,302.368,16.12,10.02,1.609,5.4477,355.1294
229,"Naphtho[1,2-k]fluoranthene",C24H14,238-04-0,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1cccc3c1c2ccc3,TUNJIKOIQLBFSB-UHFFFAOYSA-N,302.368,15.37,9.446,1.627,5.5294,368.9184
230,"Naphtho[2,1-j]fluoranthene",C24H14,,c1ccc2c3c1cccc3c1c2ccc2c1ccc1c2cccc1,VLUUZERMKSSBKW-UHFFFAOYSA-N,302.368,15.59,9.564,1.63,5.5974,303.1337
231,"Naphtho[2,3-k]fluoranthene",C24H14,207-18-1,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1cccc3c1c2ccc3,UFZAKNUHTLXSMY-UHFFFAOYSA-N,302.368,15.98,9.194,1.739,5.1321,397.6746
